num,solar_date,solar_yun,ganji,lunar_date,lunar_yun,month_code,month_24,day_time,daeun_man,daeun_woman,harak_date,harak_daytime1,harak_daytime2,yunju,wolju,ilju,div_hour,div_minute
32889,1990-01-17,0,임오,1989-12-21,0,A,1,122343,4,6,1989-01-13,131902,141838,5,13,18,0,0
32890,1990-01-18,0,계미,1989-12-22,0,A,1,132343,4,6,1989-01-14,141838,151816,5,13,19,0,0
32891,1990-01-19,0,갑신,1989-12-23,0,A,1,142343,5,5,1989-01-15,151816,161752,5,13,20,0,0
32892,1990-01-20,0,을유,1989-12-24,0,A,1,152343,5,5,1989-01-16,161752,171729,5,13,21,16,58
32893,1990-01-21,0,병술,1989-12-25,0,A,1,162343,5,5,1989-01-17,171729,181705,5,13,22,0,0
32894,1990-01-22,0,정해,1989-12-26,0,A,1,172343,6,4,1989-01-18,181705,191642,5,13,23,0,0
32895,1990-01-23,0,무자,1989-12-27,0,A,1,182343,6,4,1989-01-19,191642,201618,5,13,24,0,0
32896,1990-01-24,0,기축,1989-12-28,0,A,1,192343,6,4,1989-01-20,201618,211555,5,13,25,0,0
32897,1990-01-25,0,경인,1989-12-29,0,A,1,202343,7,3,1989-01-21,211555,221532,5,13,26,0,0
32898,1990-01-26,0,신묘,1989-12-30,0,A,1,212343,7,3,1989-01-22,221532,231509,5,13,27,0,0
32899,1990-01-27,0,임진,1990-01-01,0,A,1,222343,7,3,1989-01-23,231509,241445,5,13,28,0,0
32900,1990-01-28,0,계사,1990-01-02,0,A,1,232343,8,2,1989-01-24,241445,251422,5,13,29,0,0
32901,1990-01-29,0,갑오,1990-01-03,0,A,1,242343,8,2,1989-01-25,251422,261358,5,13,30,0,0
32902,1990-01-30,0,을미,1990-01-04,0,A,1,252343,8,2,1989-01-26,261358,271335,5,13,31,0,0
32903,1990-01-31,0,병신,1990-01-05,0,A,1,262343,9,1,1989-01-27,271335,281311,5,13,32,0,0
32904,1990-02-01,0,정유,1990-01-06,0,A,1,272343,9,1,1989-01-28,281311,291249,5,13,33,0,0
32905,1990-02-02,0,무술,1990-01-07,0,A,1,282343,9,1,1989-01-29,291249,301225,5,13,34,0,0
32906,1990-02-03,0,기해,1990-01-08,0,A,1,292343,10,1,1989-01-30,301225,11119,5,13,35,0,0
32907,1990-02-04,0,경자,1990-01-09,0,B,2,1119,,,1990-02-01,11119,21108,5,13,36,11,14
32908,1990-02-05,0,신축,1990-01-10,0,B,2,11119,10,1,1990-02-02,21108,31058,6,14,37,0,0
32909,1990-02-06,0,임인,1990-01-11,0,B,2,21119,9,1,1990-02-03,31058,41048,6,14,38,0,0
32910,1990-02-07,0,계묘,1990-01-12,0,B,2,31119,9,1,1990-02-04,41048,51038,6,14,39,0,0
32911,1990-02-08,0,갑진,1990-01-13,0,B,2,41119,9,1,1990-02-05,51038,61027,6,14,40,0,0
32912,1990-02-09,0,을사,1990-01-14,0,B,2,51119,8,2,1990-02-06,61027,71018,6,14,41,0,0
32913,1990-02-10,0,병오,1990-01-15,0,B,2,61119,8,2,1990-02-07,71018,81007,6,14,42,0,0
32914,1990-02-11,0,정미,1990-01-16,0,B,2,71119,8,2,1990-02-08,81007,90957,6,14,43,0,0
32915,1990-02-12,0,무신,1990-01-17,0,B,2,81119,7,3,1990-02-09,90957,100947,6,14,44,0,0
32916,1990-02-13,0,기유,1990-01-18,0,B,2,91119,7,3,1990-02-10,100947,110937,6,14,45,0,0
32917,1990-02-14,0,경술,1990-01-19,0,B,2,101119,7,3,1990-02-11,110937,120926,6,14,46,0,0
32918,1990-02-15,0,신해,1990-01-20,0,B,2,111119,6,4,1990-02-12,120926,130917,6,14,47,0,0
32919,1990-02-16,0,임자,1990-01-21,0,B,2,121119,6,4,1990-02-13,130917,140906,6,14,48,0,0
32920,1990-02-17,0,계축,1990-01-22,0,B,2,131119,6,4,1990-02-14,140906,150856,6,14,49,0,0
32921,1990-02-18,0,갑인,1990-01-23,0,B,2,141119,5,5,1990-02-15,150856,160846,6,14,50,0,0
32922,1990-02-19,0,을묘,1990-01-24,0,B,2,151119,5,5,1990-02-16,160846,170836,6,14,51,7,9
32923,1990-02-20,0,병진,1990-01-25,0,B,2,161119,5,5,1990-02-17,170836,180825,6,14,52,0,0
32924,1990-02-21,0,정사,1990-01-26,0,B,2,171119,4,6,1990-02-18,180825,190816,6,14,53,0,0
32925,1990-02-22,0,무오,1990-01-27,0,B,2,181119,4,6,1990-02-19,190816,200805,6,14,54,0,0
32926,1990-02-23,0,기미,1990-01-28,0,B,2,191119,4,6,1990-02-20,200805,210755,6,14,55,0,0
32927,1990-02-24,0,경신,1990-01-29,0,B,2,201119,3,7,1990-02-21,210755,220745,6,14,56,0,0
32928,1990-02-25,0,신유,1990-02-01,0,B,2,211119,3,7,1990-02-22,220745,230735,6,14,57,0,0
32929,1990-02-26,0,임술,1990-02-02,0,B,2,221119,3,7,1990-02-23,230735,240724,6,14,58,0,0
32930,1990-02-27,0,계해,1990-02-03,0,B,2,231119,2,8,1990-02-24,240724,250715,6,14,59,0,0
32931,1990-02-28,0,갑자,1990-02-04,0,B,2,241119,2,8,1990-02-25,250715,260704,6,14,0,0,0
32932,1990-03-01,0,을축,1990-02-05,0,B,2,251119,2,8,1990-02-26,260704,270654,6,14,1,0,0
32933,1990-03-02,0,병인,1990-02-06,0,B,2,261119,1,9,1990-02-27,270654,280643,6,14,2,0,0
32934,1990-03-03,0,정묘,1990-02-07,0,B,2,271119,1,9,1990-02-28,280643,290633,6,14,3,0,0
32935,1990-03-04,0,무진,1990-02-08,0,B,2,281119,1,9,1990-02-29,290633,300622,6,14,4,0,0
32936,1990-03-05,0,기사,1990-02-09,0,B,2,291119,1,10,1990-02-30,300622,10521,6,14,5,0,0
32937,1990-03-06,0,경오,1990-02-10,0,C,3,521,,,1990-03-01,10521,20530,6,14,6,5,17
32938,1990-03-07,0,신미,1990-02-11,0,C,3,10521,10,1,1990-03-02,20530,30540,6,15,7,0,0
32939,1990-03-08,0,임신,1990-02-12,0,C,3,20521,9,1,1990-03-03,30540,40549,6,15,8,0,0
32940,1990-03-09,0,계유,1990-02-13,0,C,3,30521,9,1,1990-03-04,40549,50559,6,15,9,0,0
32941,1990-03-10,0,갑술,1990-02-14,0,C,3,40521,9,1,1990-03-05,50559,60608,6,15,10,0,0
32942,1990-03-11,0,을해,1990-02-15,0,C,3,50521,8,2,1990-03-06,60608,70618,6,15,11,0,0
32943,1990-03-12,0,병자,1990-02-16,0,C,3,60521,8,2,1990-03-07,70618,80627,6,15,12,0,0
32944,1990-03-13,0,정축,1990-02-17,0,C,3,70521,8,2,1990-03-08,80627,90637,6,15,13,0,0
32945,1990-03-14,0,무인,1990-02-18,0,C,3,80521,7,3,1990-03-09,90637,100646,6,15,14,0,0
32946,1990-03-15,0,기묘,1990-02-19,0,C,3,90521,7,3,1990-03-10,100646,110656,6,15,15,0,0
32947,1990-03-16,0,경진,1990-02-20,0,C,3,100521,7,3,1990-03-11,110656,120705,6,15,16,0,0
32948,1990-03-17,0,신사,1990-02-21,0,C,3,110521,6,4,1990-03-12,120705,130715,6,15,17,0,0
32949,1990-03-18,0,임오,1990-02-22,0,C,3,120521,6,4,1990-03-13,130715,140724,6,15,18,0,0
32950,1990-03-19,0,계미,1990-02-23,0,C,3,130521,6,4,1990-03-14,140724,150734,6,15,19,0,0
32951,1990-03-20,0,갑신,1990-02-24,0,C,3,140521,5,5,1990-03-15,150734,160744,6,15,20,0,0
32952,1990-03-21,0,을유,1990-02-25,0,2,3,150521,5,5,1990-03-16,160744,170754,6,15,21,6,12
32953,1990-03-22,0,병술,1990-02-26,0,C,3,160521,5,5,1990-03-17,170754,180803,6,15,22,0,0
32954,1990-03-23,0,정해,1990-02-27,0,C,3,170521,4,6,1990-03-18,180803,190813,6,15,23,0,0
32955,1990-03-24,0,무자,1990-02-28,0,C,3,180521,4,6,1990-03-19,190813,200822,6,15,24,0,0
32956,1990-03-25,0,기축,1990-02-29,0,C,3,190521,4,6,1990-03-20,200822,210832,6,15,25,0,0
32957,1990-03-26,0,경인,1990-02-30,0,C,3,200521,3,7,1990-03-21,210832,220841,6,15,26,0,0
32958,1990-03-27,0,신묘,1990-03-01,0,C,3,210521,3,7,1990-03-22,220841,230851,6,15,27,0,0
32959,1990-03-28,0,임진,1990-03-02,0,C,3,220521,3,7,1990-03-23,230851,240900,6,15,28,0,0
32960,1990-03-29,0,계사,1990-03-03,0,C,3,230521,2,8,1990-03-24,240900,250910,6,15,29,0,0
32961,1990-03-30,0,갑오,1990-03-04,0,C,3,240521,2,8,1990-03-25,250910,260919,6,15,30,0,0
32962,1990-03-31,0,을미,1990-03-05,0,C,3,250521,2,8,1990-03-26,260919,270929,6,15,31,0,0
32963,1990-04-01,0,병신,1990-03-06,0,C,3,260521,1,9,1990-03-27,270929,280938,6,15,32,0,0
32964,1990-04-02,0,정유,1990-03-07,0,C,3,270521,1,9,1990-03-28,280938,290948,6,15,33,0,0
32965,1990-04-03,0,무술,1990-03-08,0,C,3,280521,1,9,1990-03-29,290948,300957,6,15,34,0,0
32966,1990-04-04,0,기해,1990-03-09,0,C,3,290521,1,10,1990-03-30,300957,11013,6,15,35,0,0
32967,1990-04-05,0,경자,1990-03-10,0,D,4,1013,,,1990-04-01,11013,21047,6,15,36,10,9
32968,1990-04-06,0,신축,1990-03-11,0,D,4,11013,10,1,1990-04-02,21047,31122,6,16,37,0,0
32969,1990-04-07,0,임인,1990-03-12,0,D,4,21013,10,1,1990-04-03,31122,41157,6,16,38,0,0
32970,1990-04-08,0,계묘,1990-03-13,0,D,4,31013,9,1,1990-04-04,41157,51232,6,16,39,0,0
32971,1990-04-09,0,갑진,1990-03-14,0,D,4,41013,9,1,1990-04-05,51232,61306,6,16,40,0,0
32972,1990-04-10,0,을사,1990-03-15,0,D,4,51013,9,2,1990-04-06,61306,71342,6,16,41,0,0
32973,1990-04-11,0,병오,1990-03-16,0,D,4,61013,8,2,1990-04-07,71342,81416,6,16,42,0,0
32974,1990-04-12,0,정미,1990-03-17,0,D,4,71013,8,2,1990-04-08,81416,91451,6,16,43,0,0
32975,1990-04-13,0,무신,1990-03-18,0,D,4,81013,8,3,1990-04-09,91451,101526,6,16,44,0,0
32976,1990-04-14,0,기유,1990-03-19,0,D,4,91013,7,3,1990-04-10,101526,111601,6,16,45,0,0
32977,1990-04-15,0,경술,1990-03-20,0,D,4,101013,7,3,1990-04-11,111601,121635,6,16,46,0,0
32978,1990-04-16,0,신해,1990-03-21,0,D,4,111013,7,4,1990-04-12,121635,131711,6,16,47,0,0
32979,1990-04-17,0,임자,1990-03-22,0,D,4,121013,6,4,1990-04-13,131711,141745,6,16,48,0,0
32980,1990-04-18,0,계축,1990-03-23,0,D,4,131013,6,4,1990-04-14,141745,151820,6,16,49,0,0
32981,1990-04-19,0,갑인,1990-03-24,0,D,4,141013,6,5,1990-04-15,151820,161855,6,16,50,0,0
32982,1990-04-20,0,을묘,1990-03-25,0,D,4,151013,5,5,1990-04-16,161855,171930,6,16,51,17,20
32983,1990-04-21,0,병진,1990-03-26,0,D,4,161013,5,5,1990-04-17,171930,182004,6,16,52,0,0
32984,1990-04-22,0,정사,1990-03-27,0,D,4,171013,5,6,1990-04-18,182004,192040,6,16,53,0,0
32985,1990-04-23,0,무오,1990-03-28,0,D,4,181013,4,6,1990-04-19,192040,202114,6,16,54,0,0
32986,1990-04-24,0,기미,1990-03-29,0,D,4,191013,4,6,1990-04-20,202114,212149,6,16,55,0,0
32987,1990-04-25,0,경신,1990-04-01,0,D,4,201013,4,7,1990-04-21,212149,222224,6,16,56,0,0
32988,1990-04-26,0,신유,1990-04-02,0,D,4,211013,3,7,1990-04-22,222224,232259,6,16,57,0,0
32989,1990-04-27,0,임술,1990-04-03,0,D,4,221013,3,7,1990-04-23,232259,242333,6,16,58,0,0
32990,1990-04-28,0,계해,1990-04-04,0,D,4,231013,3,8,1990-04-24,242333,260009,6,16,59,0,0
32991,1990-04-29,0,갑자,1990-04-05,0,D,4,241013,2,8,1990-04-24,242333,260009,6,16,0,0,0
32992,1990-04-30,0,을축,1990-04-06,0,D,4,251013,2,8,1990-04-25,260009,270044,6,16,1,0,0
32993,1990-05-01,0,병인,1990-04-07,0,D,4,261013,2,9,1990-04-26,270044,280118,6,16,2,0,0
32994,1990-05-02,0,정묘,1990-04-08,0,D,4,271013,1,9,1990-04-27,280118,290153,6,16,3,0,0
32995,1990-05-03,0,무진,1990-04-09,0,D,4,281013,1,9,1990-04-28,290153,300227,6,16,4,0,0
32996,1990-05-04,0,기사,1990-04-10,0,D,4,291013,1,10,1990-04-29,300227,310302,6,16,5,0,0
32997,1990-05-05,0,경오,1990-04-11,0,D,4,301013,1,10,1990-04-30,310302,10341,6,16,6,0,0
32998,1990-05-06,0,신미,1990-04-12,0,E,5,341,,,1990-05-01,10341,20437,6,16,7,3,32
32999,1990-05-07,0,임신,1990-04-13,0,E,5,10341,10,1,1990-05-02,20437,30533,6,17,8,0,0
33000,1990-05-08,0,계유,1990-04-14,0,E,5,20341,10,1,1990-05-03,30533,40630,6,17,9,0,0
33001,1990-05-09,0,갑술,1990-04-15,0,E,5,30341,9,1,1990-05-04,40630,50727,6,17,10,0,0
33002,1990-05-10,0,을해,1990-04-16,0,E,5,40341,9,1,1990-05-05,50727,60823,6,17,11,0,0
33003,1990-05-11,0,병자,1990-04-17,0,E,5,50341,9,2,1990-05-06,60823,70920,6,17,12,0,0
33004,1990-05-12,0,정축,1990-04-18,0,E,5,60341,8,2,1990-05-07,70920,81016,6,17,13,0,0
33005,1990-05-13,0,무인,1990-04-19,0,E,5,70341,8,2,1990-05-08,81016,91113,6,17,14,0,0
33006,1990-05-14,0,기묘,1990-04-20,0,E,5,80341,8,3,1990-05-09,91113,101210,6,17,15,0,0
33007,1990-05-15,0,경진,1990-04-21,0,E,5,90341,7,3,1990-05-10,101210,111306,6,17,16,0,0
33008,1990-05-16,0,신사,1990-04-22,0,E,5,100341,7,3,1990-05-11,111306,121402,6,17,17,0,0
33009,1990-05-17,0,임오,1990-04-23,0,E,5,110341,7,4,1990-05-12,121402,131500,6,17,18,0,0
33010,1990-05-18,0,계미,1990-04-24,0,E,5,120341,6,4,1990-05-13,131500,141556,6,17,19,0,0
33011,1990-05-19,0,갑신,1990-04-25,0,E,5,130341,6,4,1990-05-14,141556,151652,6,17,20,0,0
33012,1990-05-20,0,을유,1990-04-26,0,E,5,140341,6,5,1990-05-15,151652,161749,6,17,21,0,0
33013,1990-05-21,0,병술,1990-04-27,0,E,5,150341,5,5,1990-05-16,161749,171846,6,17,22,16,32
33014,1990-05-22,0,정해,1990-04-28,0,E,5,160341,5,5,1990-05-17,171846,181942,6,17,23,0,0
33015,1990-05-23,0,무자,1990-04-29,0,E,5,170341,5,6,1990-05-18,181942,192039,6,17,24,0,0
33016,1990-05-24,0,기축,1990-05-01,0,E,5,180341,4,6,1990-05-19,192039,202135,6,17,25,0,0
33017,1990-05-25,0,경인,1990-05-02,0,E,5,190341,4,6,1990-05-20,202135,212232,6,17,26,0,0
33018,1990-05-26,0,신묘,1990-05-03,0,E,5,200341,4,7,1990-05-21,212232,222329,6,17,27,0,0
33019,1990-05-27,0,임진,1990-05-04,0,E,5,210341,3,7,1990-05-22,222329,240025,6,17,28,0,0
33020,1990-05-28,0,계사,1990-05-05,0,E,5,220341,3,7,1990-05-22,222329,240025,6,17,29,0,0
33021,1990-05-29,0,갑오,1990-05-06,0,E,5,230341,3,8,1990-05-23,240025,250123,6,17,30,0,0
33022,1990-05-30,0,을미,1990-05-07,0,E,5,240341,2,8,1990-05-24,250123,260219,6,17,31,0,0
33023,1990-05-31,0,병신,1990-05-08,0,E,5,250341,2,8,1990-05-25,260219,270315,6,17,32,0,0
33024,1990-06-01,0,정유,1990-05-09,0,E,5,260341,2,9,1990-05-26,270315,280412,6,17,33,0,0
33025,1990-06-02,0,무술,1990-05-10,0,E,5,270341,1,9,1990-05-27,280412,290509,6,17,34,0,0
33026,1990-06-03,0,기해,1990-05-11,0,E,5,280341,1,9,1990-05-28,290509,300605,6,17,35,0,0
33027,1990-06-04,0,경자,1990-05-12,0,E,5,290341,1,10,1990-05-29,300605,310702,6,17,36,0,0
33028,1990-06-05,0,신축,1990-05-13,0,E,5,300341,1,10,1990-05-30,310702,10758,6,17,37,0,0
33029,1990-06-06,0,임인,1990-05-14,0,F,6,758,,,1990-06-01,10758,20906,6,17,38,7,45
33030,1990-06-07,0,계묘,1990-05-15,0,F,6,10758,10,1,1990-06-02,20906,31015,6,18,39,0,0
33031,1990-06-08,0,갑진,1990-05-16,0,F,6,20758,10,1,1990-06-03,31015,41123,6,18,40,0,0
33032,1990-06-09,0,을사,1990-05-17,0,F,6,30758,9,1,1990-06-04,41123,51232,6,18,41,0,0
33033,1990-06-10,0,병오,1990-05-18,0,F,6,40758,9,1,1990-06-05,51232,61340,6,18,42,0,0
33034,1990-06-11,0,정미,1990-05-19,0,F,6,50758,9,2,1990-06-06,61340,71449,6,18,43,0,0
33035,1990-06-12,0,무신,1990-05-20,0,F,6,60758,8,2,1990-06-07,71449,81557,6,18,44,0,0
33036,1990-06-13,0,기유,1990-05-21,0,F,6,70758,8,2,1990-06-08,81557,91706,6,18,45,0,0
33037,1990-06-14,0,경술,1990-05-22,0,F,6,80758,8,3,1990-06-09,91706,101814,6,18,46,0,0
33038,1990-06-15,0,신해,1990-05-23,0,F,6,90758,7,3,1990-06-10,101814,111923,6,18,47,0,0
33039,1990-06-16,0,임자,1990-05-24,0,F,6,100758,7,3,1990-06-11,111923,122031,6,18,48,0,0
33040,1990-06-17,0,계축,1990-05-25,0,F,6,110758,7,4,1990-06-12,122031,132140,6,18,49,0,0
33041,1990-06-18,0,갑인,1990-05-26,0,F,6,120758,6,4,1990-06-13,132140,142248,6,18,50,0,0
33042,1990-06-19,0,을묘,1990-05-27,0,F,6,130758,6,4,1990-06-14,142248,152357,6,18,51,0,0
33043,1990-06-20,0,병진,1990-05-28,0,F,6,140758,6,5,1990-06-15,152357,170106,6,18,52,0,0
33044,1990-06-21,0,정사,1990-05-29,0,F,6,150758,5,5,1990-06-15,152357,170106,6,18,53,0,0
33045,1990-06-22,0,무오,1990-05-30,0,0,6,160758,5,5,1990-06-16,170106,180214,6,18,54,0,31
33046,1990-06-23,0,기미,1990-05-01,1,F,6,170758,5,6,1990-06-17,180214,190323,6,18,55,0,0
33047,1990-06-24,0,경신,1990-05-02,1,F,6,180758,4,6,1990-06-18,190323,200431,6,18,56,0,0
33048,1990-06-25,0,신유,1990-05-03,1,F,6,190758,4,6,1990-06-19,200431,210540,6,18,57,0,0
33049,1990-06-26,0,임술,1990-05-04,1,F,6,200758,4,7,1990-06-20,210540,220648,6,18,58,0,0
33050,1990-06-27,0,계해,1990-05-05,1,F,6,210758,3,7,1990-06-21,220648,230757,6,18,59,0,0
33051,1990-06-28,0,갑자,1990-05-06,1,F,6,220758,3,7,1990-06-22,230757,240905,6,18,0,0,0
33052,1990-06-29,0,을축,1990-05-07,1,F,6,230758,3,8,1990-06-23,240905,251014,6,18,1,0,0
33053,1990-06-30,0,병인,1990-05-08,1,F,6,240758,2,8,1990-06-24,251014,261122,6,18,2,0,0
33054,1990-07-01,0,정묘,1990-05-09,1,F,6,250758,2,8,1990-06-25,261122,271231,6,18,3,0,0
33055,1990-07-02,0,무진,1990-05-10,1,F,6,260758,2,9,1990-06-26,271231,281339,6,18,4,0,0
33056,1990-07-03,0,기사,1990-05-11,1,F,6,270758,1,9,1990-06-27,281339,291448,6,18,5,0,0
33057,1990-07-04,0,경오,1990-05-12,1,F,6,280758,1,9,1990-06-28,291448,301556,6,18,6,0,0
33058,1990-07-05,0,신미,1990-05-13,1,F,6,290758,1,10,1990-06-29,301556,311706,6,18,7,0,0
33059,1990-07-06,0,임신,1990-05-14,1,F,6,300758,1,10,1990-06-30,311706,11820,6,18,8,0,0
33060,1990-07-07,0,계유,1990-05-15,1,G,7,1820,,,1990-07-01,11820,21927,6,18,9,18,2
33061,1990-07-08,0,갑술,1990-05-16,1,G,7,11820,10,1,1990-07-02,21927,32035,6,19,10,0,0
33062,1990-07-09,0,을해,1990-05-17,1,G,7,21820,10,1,1990-07-03,32035,42142,6,19,11,0,0
33063,1990-07-10,0,병자,1990-05-18,1,G,7,31820,10,1,1990-07-04,42142,52250,6,19,12,0,0
33064,1990-07-11,0,정축,1990-05-19,1,G,7,41820,9,1,1990-07-05,52250,62357,6,19,13,0,0
33065,1990-07-12,0,무인,1990-05-20,1,G,7,51820,9,2,1990-07-06,62357,80105,6,19,14,0,0
33066,1990-07-13,0,기묘,1990-05-21,1,G,7,61820,9,2,1990-07-06,62357,80105,6,19,15,0,0
33067,1990-07-14,0,경진,1990-05-22,1,G,7,71820,8,2,1990-07-07,80105,90213,6,19,16,0,0
33068,1990-07-15,0,신사,1990-05-23,1,G,7,81820,8,3,1990-07-08,90213,100320,6,19,17,0,0
33069,1990-07-16,0,임오,1990-05-24,1,G,7,91820,8,3,1990-07-09,100320,110428,6,19,18,0,0
33070,1990-07-17,0,계미,1990-05-25,1,G,7,101820,7,3,1990-07-10,110428,120535,6,19,19,0,0
33071,1990-07-18,0,갑신,1990-05-26,1,G,7,111820,7,4,1990-07-11,120535,130643,6,19,20,0,0
33072,1990-07-19,0,을유,1990-05-27,1,G,7,121820,7,4,1990-07-12,130643,140750,6,19,21,0,0
33073,1990-07-20,0,병술,1990-05-28,1,G,7,131820,6,4,1990-07-13,140750,150858,6,19,22,0,0
33074,1990-07-21,0,정해,1990-05-29,1,G,7,141820,6,5,1990-07-14,150858,161005,6,19,23,0,0
33075,1990-07-22,0,무자,1990-06-01,0,G,7,151820,6,5,1990-07-15,161005,171113,6,19,24,0,0
33076,1990-07-23,0,기축,1990-06-02,0,G,7,161820,5,5,1990-07-16,171113,181220,6,19,25,11,24
33077,1990-07-24,0,경인,1990-06-03,0,G,7,171820,5,6,1990-07-17,181220,191328,6,19,26,0,0
33078,1990-07-25,0,신묘,1990-06-04,0,G,7,181820,5,6,1990-07-18,191328,201435,6,19,27,0,0
33079,1990-07-26,0,임진,1990-06-05,0,G,7,191820,4,6,1990-07-19,201435,211543,6,19,28,0,0
33080,1990-07-27,0,계사,1990-06-06,0,G,7,201820,4,7,1990-07-20,211543,221650,6,19,29,0,0
33081,1990-07-28,0,갑오,1990-06-07,0,G,7,211820,4,7,1990-07-21,221650,231758,6,19,30,0,0
33082,1990-07-29,0,을미,1990-06-08,0,G,7,221820,3,7,1990-07-22,231758,241905,6,19,31,0,0
33083,1990-07-30,0,병신,1990-06-09,0,G,7,231820,3,8,1990-07-23,241905,252013,6,19,32,0,0
33084,1990-07-31,0,정유,1990-06-10,0,G,7,241820,3,8,1990-07-24,252013,262120,6,19,33,0,0
33085,1990-08-01,0,무술,1990-06-11,0,G,7,251820,2,8,1990-07-25,262120,272228,6,19,34,0,0
33086,1990-08-02,0,기해,1990-06-12,0,G,7,261820,2,9,1990-07-26,272228,282335,6,19,35,0,0
33087,1990-08-03,0,경자,1990-06-13,0,G,7,271820,2,9,1990-07-27,282335,300043,6,19,36,0,0
33088,1990-08-04,0,신축,1990-06-14,0,G,7,281820,1,9,1990-07-27,282335,300043,6,19,37,0,0
33089,1990-08-05,0,임인,1990-06-15,0,G,7,291820,1,10,1990-07-28,300043,310151,6,19,38,0,0
33090,1990-08-06,0,계묘,1990-06-16,0,G,7,301820,1,10,1990-07-29,310151,320258,6,19,39,0,0
33091,1990-08-07,0,갑진,1990-06-17,0,G,7,311820,1,10,1990-07-30,320258,10410,6,19,40,0,0
33092,1990-08-08,0,을사,1990-06-18,0,H,8,410,,,1990-08-01,10410,20503,6,19,41,3,49
33093,1990-08-09,0,병오,1990-06-19,0,H,8,10410,10,1,1990-08-02,20503,30556,6,20,42,0,0
33094,1990-08-10,0,정미,1990-06-20,0,H,8,20410,10,1,1990-08-03,30556,40650,6,20,43,0,0
33095,1990-08-11,0,무신,1990-06-21,0,H,8,30410,9,1,1990-08-04,40650,50743,6,20,44,0,0
33096,1990-08-12,0,기유,1990-06-22,0,H,8,40410,9,1,1990-08-05,50743,60837,6,20,45,0,0
33097,1990-08-13,0,경술,1990-06-23,0,H,8,50410,9,2,1990-08-06,60837,70931,6,20,46,0,0
33098,1990-08-14,0,신해,1990-06-24,0,H,8,60410,8,2,1990-08-07,70931,81024,6,20,47,0,0
33099,1990-08-15,0,임자,1990-06-25,0,H,8,70410,8,2,1990-08-08,81024,91117,6,20,48,0,0
33100,1990-08-16,0,계축,1990-06-26,0,H,8,80410,8,3,1990-08-09,91117,101211,6,20,49,0,0
33101,1990-08-17,0,갑인,1990-06-27,0,H,8,90410,7,3,1990-08-10,101211,111305,6,20,50,0,0
33102,1990-08-18,0,을묘,1990-06-28,0,H,8,100410,7,3,1990-08-11,111305,121358,6,20,51,0,0
33103,1990-08-19,0,병진,1990-06-29,0,H,8,110410,7,4,1990-08-12,121358,131452,6,20,52,0,0
33104,1990-08-20,0,정사,1990-07-01,0,H,8,120410,6,4,1990-08-13,131452,141545,6,20,53,0,0
33105,1990-08-21,0,무오,1990-07-02,0,H,8,130410,6,4,1990-08-14,141545,151638,6,20,54,0,0
33106,1990-08-22,0,기미,1990-07-03,0,H,8,140410,6,5,1990-08-15,151638,161733,6,20,55,0,0
33107,1990-08-23,0,경신,1990-07-04,0,H,8,150410,5,5,1990-08-16,161733,171826,6,20,56,18,26
33108,1990-08-24,0,신유,1990-07-05,0,H,8,160410,5,5,1990-08-17,171826,181919,6,20,57,0,0
33109,1990-08-25,0,임술,1990-07-06,0,H,8,170410,5,6,1990-08-18,181919,192013,6,20,58,0,0
